session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS007812,USR03162,2023-11-09,YouTube,,Mobile,,18,,64,46,4,Morning
SESS007813,USR01197,2023-06-16,Snapchat,163.3,Desktop,132.0,3,38.65,62,3,5,Afternoon
SESS007814,USR01247,2023-11-09,Twitter/X,134.7,Mobile,138.0,6,0.48,87,1,4,Late Night
SESS007815,USR02856,2023-01-29,TikTok,23.9,Desktop,56.0,14,64.17,62,49,12,Late Night
SESS007816,USR02444,2023-03-15,LinkedIn,21.4,Desktop,107.0,9,15.67,87,42,17,Evening
SESS007817,USR01598,2023-12-16,Instagram,54.8,Tablet,192.0,29,79.04,75,27,7,Morning
SESS007818,USR03356,2023-08-25,LinkedIn,74.4,Mobile,194.0,8,0.63,95,0,0,Evening
SESS007819,USR03010,2023-11-05,Twitter/X,50.7,Mobile,4.0,13,41.98,42,44,15,Evening
SESS007820,USR01779,2023-10-16,Pinterest,91.3,Desktop,86.0,13,100.52,88,7,2,Morning
SESS007821,USR03464,2023-01-04,LinkedIn,9.4,Mobile,18.0,15,22.41,53,0,10,Morning
SESS007822,USR03189,2023-05-19,Facebook,70.9,Tablet,171.0,25,234.79,92,12,9,Afternoon
SESS007823,USR00748,2023-07-20,YouTube,62.2,Tablet,6.0,20,75.07,33,20,16,Afternoon
SESS007824,USR03045,2023-04-09,TikTok,60.3,Mobile,39.0,8,31.58,16,14,17,Late Night
SESS007825,USR04670,2023-07-22,LinkedIn,105.2,Tablet,153.0,4,51.87,37,19,2,Late Night
SESS007826,USR03583,2023-11-06,Facebook,41.0,Tablet,95.0,11,59.87,55,30,6,Late Night
SESS007827,USR02573,2023-02-04,LinkedIn,85.8,Mobile,47.0,6,2.36,75,1,7,Afternoon
SESS007828,USR00110,2023-11-01,Facebook,36.8,Mobile,7.0,27,74.05,63,9,5,Morning
SESS007829,USR04609,2023-10-22,Twitter/X,45.5,Mobile,102.0,13,54.67,34,39,4,Afternoon
SESS007830,USR00705,2023-02-27,Instagram,44.7,Tablet,198.0,28,4.87,92,34,4,Morning
SESS007831,USR00533,2023-09-22,YouTube,,Mobile,,20,,75,26,10,Morning
SESS007832,USR00927,2023-04-09,LinkedIn,46.4,Desktop,170.0,13,35.63,27,7,16,Late Night
SESS007833,USR01192,2023-09-25,Pinterest,84.3,Desktop,76.0,20,85.36,88,25,17,Evening
SESS007834,USR04237,2023-08-04,TikTok,25.2,Mobile,121.0,7,80.6,15,20,1,Late Night
SESS007835,USR03161,2023-05-17,Snapchat,9.6,Desktop,158.0,29,0.59,94,30,3,Evening
SESS007836,USR00252,2023-09-29,Snapchat,44.0,Tablet,188.0,21,21.77,95,42,16,Evening
SESS007837,USR03729,2023-10-04,Instagram,1528.7,Mobile,58.0,23,50.34,39,2,13,Evening
SESS007838,USR02154,2023-04-07,Facebook,121.2,Mobile,123.0,17,26.14,55,48,10,Evening
SESS007839,USR01082,2023-07-14,LinkedIn,84.2,Desktop,161.0,13,55.31,40,42,0,Morning
SESS007840,USR03485,2023-03-10,Pinterest,30.0,Tablet,113.0,29,5.33,23,12,12,Afternoon
SESS007841,USR01595,2023-07-29,Twitter/X,19.4,Desktop,160.0,22,52.72,8,46,6,Morning
SESS007842,USR03072,2023-10-28,Twitter/X,25.5,Tablet,195.0,3,65.83,72,21,1,Evening
SESS007843,USR02182,2023-08-01,LinkedIn,83.0,Mobile,187.0,8,41.07,26,50,3,Evening
SESS007844,USR00624,2023-02-10,Twitter/X,44.4,Mobile,17.0,15,44.31,93,41,9,Morning
SESS007845,USR01664,2023-07-31,YouTube,78.4,Mobile,39.0,22,0.89,51,0,3,Evening
SESS007846,USR01611,2023-12-25,Twitter/X,23.8,Tablet,116.0,11,94.96,61,11,8,Morning
SESS007847,USR01742,2023-04-10,Snapchat,50.4,Tablet,17.0,26,30.66,84,31,5,Afternoon
SESS007848,USR00820,2023-07-19,Twitter/X,26.1,Tablet,23.0,21,58.58,65,33,10,Evening
SESS007849,USR02243,2023-08-16,Snapchat,91.2,Desktop,13.0,3,8.15,37,14,14,Afternoon
SESS007850,USR01101,2023-12-10,YouTube,,Desktop,,7,,19,15,10,Morning
SESS007851,USR02254,2023-09-01,LinkedIn,21.6,Tablet,27.0,26,37.84,41,48,7,Evening
SESS007852,USR01062,2023-02-04,Snapchat,31.7,Desktop,67.0,6,60.17,52,18,2,Evening
SESS007853,USR01182,2023-08-22,Twitter/X,79.6,Mobile,39.0,25,47.86,72,16,6,Afternoon
SESS007854,USR03359,2023-12-30,Pinterest,346.6,Mobile,75.0,14,29.79,37,22,11,Late Night
SESS007855,USR03853,2023-08-23,LinkedIn,210.9,Tablet,104.0,26,10.88,95,43,3,Afternoon
SESS007856,USR02058,2023-06-12,Pinterest,11.1,Mobile,7.0,1,17.4,45,17,5,Late Night
SESS007857,USR00712,2023-04-05,Facebook,45.6,Tablet,68.0,20,30.49,100,21,10,Morning
SESS007858,USR00232,2023-11-03,Pinterest,84.6,Tablet,90.0,20,45.45,67,26,20,Late Night
SESS007859,USR03526,2023-07-30,LinkedIn,25.4,Desktop,110.0,18,33.96,1,7,7,Morning
SESS007860,USR03890,2023-12-15,Pinterest,,Mobile,,3,,8,19,4,Afternoon
SESS007861,USR02339,2023-10-20,Facebook,98.2,Mobile,38.0,2,71.27,90,2,14,Morning
SESS007862,USR02215,2023-12-28,Pinterest,15.4,Tablet,36.0,7,6.52,75,27,19,Afternoon
SESS007863,USR04033,2023-06-03,Facebook,136.9,Tablet,22.0,13,60.73,73,49,18,Morning
SESS007864,USR02349,2023-12-11,Snapchat,220.2,Mobile,64.0,17,190.7,42,23,15,Afternoon
SESS007865,USR01979,2023-04-03,Facebook,41.6,Desktop,146.0,15,55.43,46,39,20,Evening
SESS007866,USR00541,2023-12-19,Facebook,83.0,Desktop,146.0,10,42.26,17,9,13,Afternoon
SESS007867,USR01027,2023-07-16,YouTube,53.0,Tablet,194.0,10,29.29,80,42,19,Morning
SESS007868,USR01262,2023-11-15,Snapchat,212.7,Desktop,19.0,20,28.78,60,46,5,Late Night
SESS007869,USR01964,2023-02-20,Facebook,111.5,Desktop,185.0,16,63.61,13,16,5,Late Night
SESS007870,USR01886,2023-07-03,Facebook,33.0,Tablet,167.0,23,26.82,56,49,1,Afternoon
SESS007871,USR00303,2023-05-20,Pinterest,35.8,Desktop,185.0,3,56.72,70,5,12,Afternoon
SESS007872,USR03199,2023-12-29,Instagram,37.2,Desktop,156.0,21,52.69,52,5,20,Morning
SESS007873,USR00053,2023-10-04,Twitter/X,57.9,Mobile,117.0,7,81.8,58,6,18,Morning
SESS007874,USR01727,2023-11-20,Pinterest,93.6,Desktop,49.0,7,94.73,7,21,15,Late Night
SESS007875,USR03776,2023-11-11,Instagram,42.8,Desktop,18.0,24,27.51,64,5,3,Late Night
SESS007876,USR01863,2023-08-25,YouTube,13.4,Mobile,129.0,17,4.87,33,23,6,Morning
SESS007877,USR02925,2023-10-04,Twitter/X,21.9,Tablet,189.0,9,35.37,94,35,13,Afternoon
SESS007878,USR01752,2023-10-06,TikTok,60.9,Tablet,161.0,6,17.93,62,38,19,Afternoon
SESS007879,USR01610,2023-02-15,LinkedIn,117.8,Tablet,179.0,21,101.97,0,11,5,Afternoon
SESS007880,USR04420,2023-12-10,Facebook,38.1,Tablet,104.0,8,46.42,92,43,2,Afternoon
SESS007881,USR01987,2023-11-22,Facebook,90.3,Mobile,71.0,22,4.28,2,13,3,Evening
SESS007882,USR01232,2023-05-16,Facebook,38.4,Tablet,131.0,1,3.51,52,46,11,Evening
SESS007883,USR00865,2023-02-19,Pinterest,127.6,Tablet,188.0,28,35.7,9,26,17,Morning
SESS007884,USR01029,2023-12-20,Snapchat,135.3,Mobile,198.0,30,30.42,30,50,6,Evening
SESS007885,USR03859,2023-03-12,Snapchat,46.3,Tablet,153.0,6,35.29,80,12,1,Afternoon
SESS007886,USR00871,2023-05-13,LinkedIn,169.2,Tablet,17.0,13,97.17,47,37,4,Late Night
SESS007887,USR02628,2023-06-17,Pinterest,39.0,Desktop,106.0,26,1.59,56,2,15,Late Night
SESS007888,USR01538,2023-03-25,Pinterest,89.3,Tablet,102.0,8,15.4,70,14,12,Morning
SESS007889,USR01000,2023-08-16,Pinterest,146.1,Mobile,64.0,20,25.1,52,29,8,Evening
SESS007890,USR03103,2023-08-30,LinkedIn,32.6,Desktop,65.0,6,27.08,33,23,6,Afternoon
SESS007891,USR02229,2023-01-19,YouTube,30.7,Mobile,152.0,27,31.39,1,36,6,Late Night
SESS007892,USR02279,2023-07-05,YouTube,73.7,Desktop,136.0,29,111.88,47,46,3,Late Night
SESS007893,USR03326,2023-01-20,Instagram,128.0,Tablet,25.0,1,54.96,21,35,19,Late Night
SESS007894,USR04759,2023-10-01,Pinterest,47.6,Tablet,90.0,14,15.14,37,41,2,Morning
SESS007895,USR02036,2023-08-30,Pinterest,4.9,Desktop,167.0,16,100.95,75,38,7,Afternoon
SESS007896,USR03162,2023-06-22,Instagram,7.8,Tablet,53.0,12,13.78,47,50,10,Late Night
SESS007897,USR04390,2023-06-23,TikTok,93.7,Tablet,162.0,11,16.21,88,48,9,Late Night
SESS007898,USR04432,2023-01-21,Snapchat,11.8,Desktop,125.0,26,129.64,2,24,13,Late Night
SESS007899,USR04478,2023-06-14,TikTok,239.0,Mobile,188.0,22,31.76,3,39,10,Evening
SESS007900,USR02423,2023-08-09,LinkedIn,27.8,Tablet,75.0,8,3.48,86,17,7,Afternoon
SESS007901,USR02506,2023-03-25,Pinterest,47.1,Desktop,83.0,24,20.67,52,16,15,Morning
SESS007902,USR03078,2023-05-16,Instagram,148.0,Tablet,159.0,7,37.05,75,40,19,Morning
SESS007903,USR04576,2023-06-01,Instagram,98.9,Mobile,80.0,23,23.29,16,43,0,Morning
SESS007904,USR02664,2023-10-01,Instagram,65.4,Mobile,112.0,16,15.07,65,3,12,Afternoon
SESS007905,USR00969,2023-02-11,Pinterest,56.9,Tablet,113.0,22,1.82,76,13,17,Afternoon
SESS007906,USR00714,2023-10-06,Instagram,28.2,Mobile,172.0,9,33.92,62,43,10,Morning
SESS007907,USR00810,2023-10-02,Snapchat,,Tablet,,17,,88,46,9,Morning
SESS007908,USR02175,2023-09-30,Pinterest,95.5,Mobile,133.0,5,101.12,1,10,2,Late Night
SESS007909,USR01027,2023-12-04,LinkedIn,85.7,Mobile,160.0,6,22.21,66,22,12,Afternoon
SESS007910,USR04309,2023-07-17,LinkedIn,31.3,Mobile,50.0,1,4.21,7,22,5,Evening
SESS007911,USR00696,2023-08-15,YouTube,82.6,Desktop,147.0,23,3.15,9,13,0,Late Night
SESS007912,USR01272,2023-09-22,Instagram,194.4,Mobile,1.0,26,3.33,44,22,2,Morning
SESS007913,USR04183,2023-10-30,Snapchat,22.9,Tablet,131.0,2,54.9,27,2,8,Evening
SESS007914,USR02612,2023-07-08,YouTube,147.1,Desktop,143.0,27,3.6,33,49,2,Afternoon
SESS007915,USR00314,2023-01-13,Pinterest,196.6,Mobile,165.0,2,16.8,44,9,17,Late Night
SESS007916,USR04538,2023-02-21,Instagram,65.5,Desktop,36.0,6,9.6,89,35,18,Evening
SESS007917,USR03595,2023-04-26,Facebook,231.5,Desktop,63.0,13,11.55,46,9,13,Late Night
SESS007918,USR04162,2023-10-21,Facebook,120.3,Tablet,173.0,2,43.58,81,18,11,Evening
SESS007919,USR01887,2023-02-27,Twitter/X,59.3,Tablet,155.0,14,172.54,54,43,15,Evening
SESS007920,USR00268,2023-10-23,TikTok,35.4,Tablet,60.0,21,96.35,28,5,1,Evening
SESS007921,USR04017,2023-04-13,Twitter/X,30.2,Mobile,101.0,30,78.14,18,10,7,Morning
SESS007922,USR03332,2023-09-27,TikTok,51.8,Desktop,153.0,28,9.58,18,3,17,Morning
SESS007923,USR03422,2023-08-25,Snapchat,25.1,Mobile,132.0,17,14.73,29,28,9,Morning
SESS007924,USR00857,2023-02-01,Pinterest,,Desktop,,16,,68,32,5,Afternoon
SESS007925,USR04719,2023-08-13,Snapchat,111.2,Desktop,99.0,7,100.04,94,22,3,Afternoon
SESS007926,USR00148,2023-05-23,Pinterest,132.1,Tablet,149.0,25,41.84,32,20,18,Late Night
SESS007927,USR01935,2023-02-11,Facebook,79.7,Desktop,114.0,4,3.09,83,2,20,Late Night
SESS007928,USR01035,2023-06-02,Facebook,51.3,Mobile,164.0,5,66.04,12,29,15,Afternoon
SESS007929,USR01211,2023-03-28,Pinterest,28.3,Mobile,55.0,2,0.17,36,39,1,Evening
SESS007930,USR03421,2023-01-12,YouTube,65.4,Tablet,174.0,30,297.68,43,24,5,Afternoon
SESS007931,USR00992,2023-02-21,Instagram,230.6,Tablet,71.0,29,5.68,99,47,10,Evening
SESS007932,USR02919,2023-05-04,Pinterest,43.5,Mobile,100.0,9,81.21,40,30,10,Morning
SESS007933,USR01950,2023-05-22,LinkedIn,19.3,Desktop,44.0,11,7.76,8,44,16,Late Night
SESS007934,USR02023,2023-11-16,TikTok,9.5,Tablet,131.0,9,43.3,53,33,18,Late Night
SESS007935,USR01669,2023-12-03,Snapchat,87.5,Tablet,12.0,15,30.41,58,39,3,Afternoon
SESS007936,USR02605,2023-10-03,Facebook,82.1,Desktop,39.0,30,4.74,10,37,4,Evening
SESS007937,USR04627,2023-06-08,Facebook,167.0,Desktop,195.0,18,54.12,86,25,5,Late Night
SESS007938,USR02094,2023-04-19,Facebook,157.9,Tablet,77.0,18,94.94,21,36,6,Evening
SESS007939,USR01759,2023-10-10,YouTube,45.9,Tablet,93.0,30,395.94,61,8,5,Afternoon
SESS007940,USR03902,2023-03-31,Snapchat,54.2,Mobile,118.0,28,31.14,5,28,11,Morning
SESS007941,USR03249,2023-10-07,Snapchat,78.5,Tablet,194.0,11,27.13,88,23,20,Evening
SESS007942,USR00420,2023-12-06,LinkedIn,153.7,Desktop,40.0,3,15.08,5,15,6,Morning
SESS007943,USR02752,2023-02-08,Twitter/X,28.6,Mobile,112.0,3,3.47,16,19,15,Morning
SESS007944,USR03782,2023-06-09,Pinterest,43.0,Desktop,140.0,24,4.02,20,9,5,Late Night
SESS007945,USR03047,2023-01-09,Twitter/X,15.9,Desktop,164.0,11,96.96,74,39,19,Late Night
SESS007946,USR04010,2023-05-30,Snapchat,134.1,Tablet,35.0,20,32.64,56,48,7,Afternoon
SESS007947,USR02102,2023-07-19,Instagram,34.3,Mobile,18.0,1,117.33,39,2,15,Afternoon
SESS007948,USR00847,2023-04-01,TikTok,41.9,Mobile,110.0,20,58.24,5,17,20,Late Night
SESS007949,USR02400,2023-06-09,LinkedIn,28.3,Tablet,67.0,18,30.89,8,30,20,Late Night
SESS007950,USR01238,2023-09-01,Facebook,74.2,Tablet,75.0,15,20.45,91,44,5,Morning
SESS007951,USR04787,2023-09-30,Pinterest,44.1,Mobile,181.0,23,102.49,17,32,13,Afternoon
SESS007952,USR04612,2023-08-12,Twitter/X,56.8,Mobile,163.0,14,81.61,82,11,5,Evening
SESS007953,USR03108,2023-12-18,Snapchat,,Desktop,,4,,56,29,10,Afternoon
SESS007954,USR04360,2023-04-11,Facebook,19.1,Desktop,185.0,14,58.21,87,35,16,Afternoon
SESS007955,USR02819,2023-07-03,YouTube,111.1,Desktop,20.0,30,63.91,40,37,0,Afternoon
SESS007956,USR02448,2023-08-14,Twitter/X,146.5,Mobile,13.0,9,25.77,80,42,3,Evening
SESS007957,USR04801,2023-04-05,Instagram,37.7,Desktop,181.0,25,4.5,81,21,10,Late Night
SESS007958,USR04502,2023-04-21,Instagram,90.9,Desktop,4.0,12,53.1,78,45,7,Evening
SESS007959,USR00935,2023-07-30,Pinterest,,Mobile,,2,,77,49,2,Morning
SESS007960,USR04456,2023-12-06,Facebook,8.3,Mobile,148.0,30,30.65,91,14,10,Late Night
SESS007961,USR00662,2023-03-25,YouTube,71.4,Desktop,146.0,1,33.51,44,50,16,Late Night
SESS007962,USR04117,2023-09-04,Pinterest,127.3,Tablet,196.0,1,2.43,26,32,14,Morning
SESS007963,USR02427,2023-04-27,LinkedIn,221.2,Tablet,0.0,2,18.43,42,19,7,Morning
SESS007964,USR04770,2023-04-30,Pinterest,92.9,Mobile,149.0,13,14.59,35,0,8,Morning
SESS007965,USR00033,2023-01-25,Twitter/X,29.5,Desktop,118.0,7,109.63,13,43,4,Evening
SESS007966,USR04096,2023-09-14,TikTok,164.4,Desktop,25.0,26,43.03,12,32,7,Evening
SESS007967,USR03615,2023-12-05,Snapchat,14.8,Tablet,31.0,6,60.18,93,24,15,Afternoon
SESS007968,USR04822,2023-10-20,TikTok,34.5,Tablet,23.0,27,112.89,27,17,8,Evening
SESS007969,USR00331,2023-01-06,Twitter/X,37.2,Desktop,78.0,30,8.21,76,16,12,Evening
SESS007970,USR04677,2023-05-04,Twitter/X,23.8,Mobile,68.0,22,110.41,34,20,17,Late Night
SESS007971,USR02485,2023-06-06,Snapchat,291.0,Mobile,0.0,23,114.95,0,28,2,Afternoon
SESS007972,USR00544,2023-06-13,Facebook,14.5,Tablet,159.0,6,72.92,76,45,15,Late Night
SESS007973,USR03111,2023-06-01,LinkedIn,68.5,Mobile,125.0,28,16.48,70,16,9,Afternoon
SESS007974,USR00320,2023-06-08,LinkedIn,56.2,Desktop,39.0,6,12.46,18,40,15,Late Night
SESS007975,USR03142,2023-07-23,Pinterest,127.6,Mobile,20.0,15,135.88,10,37,18,Evening
SESS007976,USR01147,2023-12-02,Snapchat,73.0,Tablet,151.0,13,6.04,0,33,4,Morning
SESS007977,USR01676,2023-09-14,TikTok,39.9,Desktop,157.0,13,20.69,21,14,11,Afternoon
SESS007978,USR04510,2023-05-26,Instagram,139.0,Desktop,36.0,12,116.83,10,42,16,Late Night
SESS007979,USR02729,2023-05-08,Instagram,125.5,Tablet,96.0,12,16.69,20,14,13,Late Night
SESS007980,USR03477,2023-04-02,Pinterest,33.5,Tablet,135.0,6,24.3,99,20,3,Late Night
SESS007981,USR02460,2023-02-02,Facebook,38.4,Tablet,46.0,14,14.32,20,46,6,Late Night
SESS007982,USR04676,2023-01-22,Snapchat,98.8,Desktop,164.0,9,1.43,73,37,7,Afternoon
SESS007983,USR03117,2023-11-01,TikTok,25.3,Mobile,158.0,12,13.3,44,15,1,Evening
SESS007984,USR02456,2023-06-14,Instagram,19.1,Mobile,124.0,7,124.63,13,41,9,Afternoon
SESS007985,USR04909,2023-06-01,LinkedIn,64.4,Desktop,82.0,1,60.7,33,32,15,Late Night
SESS007986,USR02403,2023-11-04,TikTok,58.2,Tablet,22.0,25,10.48,68,0,0,Afternoon
SESS007987,USR02949,2023-07-18,LinkedIn,8.6,Tablet,73.0,12,94.11,10,7,16,Afternoon
SESS007988,USR01567,2023-10-15,Snapchat,66.6,Mobile,79.0,2,5.17,78,24,5,Late Night
SESS007989,USR04547,2023-08-03,Twitter/X,155.3,Mobile,128.0,24,33.24,52,39,6,Late Night
SESS007990,USR02881,2023-02-22,Facebook,349.9,Tablet,34.0,8,4.82,13,26,5,Late Night
SESS007991,USR00508,2023-09-07,Pinterest,23.8,Tablet,129.0,23,1.69,86,3,9,Morning
SESS007992,USR02750,2023-08-24,Instagram,58.9,Desktop,53.0,14,42.69,20,1,8,Evening
SESS007993,USR00119,2023-12-07,Pinterest,82.9,Desktop,52.0,12,156.56,95,14,10,Evening
SESS007994,USR02049,2023-04-07,Twitter/X,167.2,Tablet,90.0,30,3.8,62,39,16,Morning
SESS007995,USR01931,2023-01-30,LinkedIn,243.3,Mobile,35.0,13,62.3,27,46,20,Morning
SESS007996,USR02876,2023-08-30,Snapchat,31.5,Tablet,82.0,30,13.27,47,36,9,Afternoon
SESS007997,USR02053,2023-10-17,LinkedIn,214.1,Mobile,64.0,11,9.38,52,35,0,Morning
SESS007998,USR00085,2023-01-02,LinkedIn,48.1,Tablet,25.0,30,98.8,9,46,9,Late Night
SESS007999,USR01491,2023-10-21,YouTube,22.7,Tablet,153.0,5,159.36,64,37,16,Afternoon
SESS008000,USR03306,2023-11-14,YouTube,44.5,Desktop,121.0,14,63.43,32,11,14,Afternoon
SESS008001,USR00541,2023-02-08,Instagram,87.4,Tablet,80.0,11,25.19,47,28,15,Morning
SESS008002,USR04904,2023-12-22,Facebook,73.4,Tablet,143.0,16,159.34,62,12,6,Afternoon
SESS008003,USR03297,2023-10-20,Snapchat,80.7,Mobile,44.0,2,27.58,62,1,16,Late Night
SESS008004,USR01170,2023-11-09,Instagram,175.7,Mobile,79.0,22,1.33,23,28,3,Afternoon
SESS008005,USR04748,2023-11-25,YouTube,20.0,Tablet,113.0,17,64.72,12,38,11,Late Night
SESS008006,USR01117,2023-11-21,Snapchat,34.9,Desktop,153.0,15,32.74,8,14,3,Afternoon
SESS008007,USR02765,2023-11-30,Pinterest,111.0,Mobile,129.0,2,15.49,21,17,9,Evening
SESS008008,USR04449,2023-09-14,Pinterest,85.6,Desktop,121.0,28,77.32,11,8,0,Evening
SESS008009,USR00747,2023-05-23,Pinterest,81.0,Desktop,143.0,23,9.91,48,47,4,Afternoon
SESS008010,USR03994,2023-07-23,Pinterest,229.7,Desktop,180.0,17,257.35,28,39,18,Evening
SESS008011,USR02576,2023-08-17,Instagram,24.6,Tablet,168.0,9,6.71,87,28,14,Afternoon
SESS008012,USR03263,2023-08-03,Instagram,57.6,Tablet,56.0,27,27.31,16,4,16,Morning
SESS008013,USR00674,2023-02-04,Twitter/X,76.9,Desktop,125.0,15,88.79,86,38,11,Morning
SESS008014,USR03104,2023-08-27,Facebook,177.0,Mobile,94.0,29,44.44,67,41,9,Evening
SESS008015,USR01386,2023-01-10,Snapchat,46.4,Desktop,149.0,12,15.82,25,37,11,Morning
SESS008016,USR01743,2023-11-02,Instagram,71.7,Desktop,135.0,18,40.69,86,48,14,Late Night
SESS008017,USR00473,2023-10-22,TikTok,21.7,Mobile,132.0,5,39.09,9,38,2,Evening
SESS008018,USR01194,2023-07-10,Pinterest,33.8,Tablet,21.0,14,5.93,25,29,8,Afternoon
SESS008019,USR01289,2023-03-02,Facebook,39.6,Tablet,119.0,10,8.29,22,40,7,Evening
SESS008020,USR00820,2023-02-17,Snapchat,105.4,Desktop,20.0,4,73.98,80,46,11,Afternoon
SESS008021,USR03631,2023-01-21,Facebook,39.3,Desktop,76.0,16,9.81,76,11,18,Late Night
SESS008022,USR00775,2023-04-21,Snapchat,55.8,Tablet,25.0,19,5.58,26,44,12,Late Night
SESS008023,USR01718,2023-06-29,Pinterest,87.8,Mobile,7.0,22,177.06,53,37,11,Evening
SESS008024,USR02053,2023-07-26,Twitter/X,59.0,Mobile,110.0,13,4.24,38,13,20,Morning
SESS008025,USR03605,2023-03-25,TikTok,102.0,Mobile,73.0,27,33.9,76,22,13,Afternoon
SESS008026,USR01071,2023-06-13,Facebook,180.6,Tablet,68.0,27,144.44,11,40,14,Morning
SESS008027,USR02131,2023-09-05,Snapchat,67.6,Desktop,176.0,11,101.91,12,5,11,Morning
SESS008028,USR03767,2023-12-21,YouTube,60.1,Mobile,55.0,27,3.9,61,11,4,Late Night
SESS008029,USR04317,2023-07-23,Pinterest,90.6,Mobile,81.0,29,32.4,43,44,19,Evening
SESS008030,USR00475,2023-03-10,Twitter/X,60.9,Mobile,69.0,20,150.83,55,50,1,Afternoon
SESS008031,USR03881,2023-02-05,Snapchat,56.1,Mobile,10.0,26,60.83,90,4,9,Late Night
SESS008032,USR04322,2023-01-30,TikTok,164.0,Desktop,99.0,10,21.24,76,35,14,Morning
SESS008033,USR00291,2023-11-17,Facebook,61.8,Desktop,83.0,13,123.06,83,31,16,Afternoon
SESS008034,USR02969,2023-11-01,TikTok,34.3,Mobile,32.0,17,35.65,53,37,17,Evening
SESS008035,USR02811,2023-01-18,Twitter/X,221.8,Tablet,57.0,5,297.37,12,11,5,Late Night
SESS008036,USR00796,2023-03-14,YouTube,224.5,Tablet,137.0,2,35.66,57,18,1,Morning
SESS008037,USR03655,2023-09-27,Twitter/X,126.3,Mobile,51.0,12,94.4,84,14,5,Late Night
SESS008038,USR02210,2023-01-14,Instagram,67.4,Desktop,17.0,10,294.45,66,47,2,Morning
SESS008039,USR01938,2023-06-27,Pinterest,89.6,Desktop,156.0,19,51.67,83,11,5,Afternoon
SESS008040,USR02739,2023-08-21,Snapchat,148.9,Tablet,152.0,17,3.57,45,19,6,Morning
SESS008041,USR01275,2023-10-30,Snapchat,23.9,Desktop,52.0,30,20.26,9,44,6,Morning
SESS008042,USR02149,2023-12-26,Facebook,57.2,Mobile,175.0,24,31.95,4,25,6,Morning
SESS008043,USR02821,2023-06-25,YouTube,31.6,Mobile,45.0,11,8.02,85,46,19,Afternoon
SESS008044,USR02711,2023-07-11,YouTube,103.4,Desktop,79.0,21,59.11,44,30,1,Afternoon
SESS008045,USR04270,2023-01-12,Instagram,29.4,Mobile,122.0,25,60.74,69,4,13,Evening
SESS008046,USR04346,2023-01-13,LinkedIn,25.0,Mobile,178.0,3,146.58,84,47,15,Late Night
SESS008047,USR01198,2023-01-29,TikTok,150.4,Desktop,166.0,9,81.33,97,22,1,Afternoon
SESS008048,USR02006,2023-05-12,TikTok,50.2,Mobile,150.0,19,7.5,97,36,12,Morning
SESS008049,USR01823,2023-06-02,Twitter/X,67.3,Tablet,131.0,26,1.13,17,46,7,Evening
SESS008050,USR00650,2023-05-21,YouTube,101.8,Tablet,118.0,3,0.74,44,9,19,Morning
SESS008051,USR00217,2023-02-07,Instagram,91.0,Tablet,125.0,27,10.09,37,8,6,Late Night
SESS008052,USR00249,2023-06-26,Pinterest,30.0,Desktop,53.0,29,56.36,99,32,11,Late Night
SESS008053,USR00905,2023-08-07,Pinterest,61.8,Mobile,170.0,2,63.19,90,3,9,Morning
SESS008054,USR01344,2023-07-15,YouTube,15.1,Mobile,37.0,1,63.92,93,37,10,Late Night
SESS008055,USR01038,2023-12-15,LinkedIn,44.2,Mobile,21.0,21,12.19,44,19,18,Evening
SESS008056,USR00466,2023-05-02,LinkedIn,30.0,Mobile,73.0,27,61.93,46,25,19,Evening
SESS008057,USR04497,2023-01-22,TikTok,25.7,Mobile,27.0,8,22.61,34,37,9,Morning
SESS008058,USR03804,2023-07-11,Instagram,101.5,Desktop,96.0,2,14.23,6,44,15,Evening
SESS008059,USR03623,2023-08-18,Snapchat,49.8,Mobile,170.0,22,6.47,57,10,19,Late Night
SESS008060,USR04697,2023-03-22,TikTok,30.2,Desktop,102.0,16,14.03,69,11,19,Late Night
SESS008061,USR04603,2023-09-12,Twitter/X,25.6,Tablet,55.0,21,41.51,33,23,1,Evening
SESS008062,USR01365,2023-07-10,YouTube,33.1,Mobile,17.0,28,13.44,16,23,10,Late Night
SESS008063,USR04226,2023-08-11,Instagram,86.3,Mobile,55.0,30,65.52,92,21,12,Evening
SESS008064,USR04051,2023-03-21,Twitter/X,293.1,Mobile,12.0,13,159.78,33,17,4,Evening
SESS008065,USR04640,2023-04-06,YouTube,32.2,Mobile,126.0,28,82.77,6,10,7,Late Night
SESS008066,USR00092,2023-01-12,Pinterest,28.0,Tablet,29.0,9,58.04,54,18,9,Late Night
SESS008067,USR04273,2023-03-25,Instagram,36.4,Mobile,89.0,23,11.05,86,2,18,Morning
SESS008068,USR00959,2023-02-28,Snapchat,,Mobile,,6,,52,17,11,Late Night
SESS008069,USR01287,2023-08-19,Facebook,38.7,Tablet,69.0,1,98.38,56,49,3,Morning
SESS008070,USR03598,2023-06-13,Pinterest,58.5,Mobile,12.0,30,2.74,23,25,8,Evening
SESS008071,USR02268,2023-10-04,Twitter/X,71.5,Desktop,38.0,11,44.65,79,36,8,Late Night
SESS008072,USR01686,2023-10-18,LinkedIn,124.6,Mobile,115.0,26,206.39,9,48,1,Morning
