post_id,user_id,platform,content_type,post_datetime,likes,comments_count,shares,views,hashtag_count,has_paid_promotion,post_duration_sec,caption_length,location_tagged
POST011784,USR04785,Facebook,Meme,2022-10-29 02:00:00,87.0,8.0,6.0,3231.0,22.0,False,,732,False
POST011785,USR01255,Instagram,Story,2022-06-13 19:00:00,3.0,0.0,0.0,97.0,1.0,True,,1616,True
POST011786,USR03857,Facebook,Meme,2022-04-07 17:00:00,14.0,0.0,0.0,92.0,16.0,False,,1946,False
POST011787,USR04008,Pinterest,Blog,2022-05-23 17:00:00,46.0,6.0,1.0,325.0,7.0,False,,752,False
POST011788,USR02355,Snapchat,Story,2023-12-20 10:00:00,254.0,7.0,11.0,6614.0,3.0,False,,1118,False
POST011789,USR04466,Pinterest,Blog,2022-04-20 17:00:00,42.0,4.0,3.0,724.0,13.0,False,,194,True
POST011790,USR01496,TikTok,Video,2022-04-29 21:00:00,369.0,19.0,25.0,2643.0,28.0,False,2783,2112,False
POST011791,USR04986,Instagram,Text,2023-03-05 02:00:00,63.0,6.0,3.0,909.0,1.0,False,,1231,False
POST011792,USR03630,YouTube,Text,2023-10-06 05:00:00,14.0,1.0,0.0,133.0,6.0,False,,825,False
POST011793,USR04714,Twitter/X,Meme,2023-10-09 10:00:00,61.0,8.0,5.0,2710.0,10.0,False,,1961,False
POST011794,USR03534,Facebook,Live,2022-12-21 18:00:00,235.0,26.0,7.0,3715.0,14.0,False,903,1203,True
POST011795,USR00215,Snapchat,Blog,2022-01-19 09:00:00,38.0,2.0,1.0,1117.0,1.0,True,,892,True
POST011796,USR03633,LinkedIn,Photo,2023-11-13 12:00:00,6.0,1.0,0.0,44.0,29.0,False,,1786,False
POST011797,USR03473,Pinterest,Photo,2022-04-28 01:00:00,81.0,4.0,4.0,3246.0,26.0,False,,773,
POST011798,USR03774,TikTok,Story,2022-03-04 14:00:00,9.0,0.0,0.0,69.0,7.0,True,,1053,False
POST011799,USR04268,Facebook,Video,2023-09-09 05:00:00,1095.0,160.0,25.0,15368.0,4.0,False,1171,1004,False
POST011800,USR01755,YouTube,Text,2022-08-13 01:00:00,533.0,11.0,23.0,18637.0,7.0,False,,443,False
POST011801,USR00804,Snapchat,Photo,2022-09-28 13:00:00,34.0,2.0,1.0,1672.0,14.0,False,,2192,
POST011802,USR04412,YouTube,Blog,2023-02-23 00:00:00,136.0,13.0,8.0,1943.0,14.0,False,,193,True
POST011803,USR04567,Pinterest,Reel/Short,2022-02-25 02:00:00,46.0,7.0,1.0,337.0,24.0,False,1764,175,True
POST011804,USR01633,LinkedIn,Video,2022-05-11 17:00:00,1105.0,56.0,30.0,24774.0,7.0,False,3567,1627,True
POST011805,USR03286,Instagram,Video,2022-09-06 16:00:00,2.0,0.0,0.0,59.0,17.0,False,2005,1850,False
POST011806,USR01479,Facebook,Reel/Short,2022-05-27 14:00:00,81.0,1.0,4.0,2913.0,3.0,False,1410,301,True
POST011807,USR01574,Pinterest,Reel/Short,2022-03-30 00:00:00,8.0,1.0,0.0,350.0,27.0,False,890,324,False
POST011808,USR01601,Facebook,Photo,2022-04-02 23:00:00,127.0,18.0,2.0,3115.0,15.0,False,,492,False
POST011809,USR01505,LinkedIn,Video,2022-06-29 06:00:00,1.0,0.0,0.0,46.0,4.0,False,3080,152,True
POST011810,USR00854,TikTok,Meme,2022-05-11 18:00:00,105.0,13.0,2.0,1492.0,19.0,,,1267,False
POST011811,USR02431,Snapchat,Photo,2023-10-05 13:00:00,2638.0,211.0,206.0,123551.0,6.0,False,,609,False
POST011812,USR04460,Snapchat,Photo,2022-03-12 11:00:00,18.0,2.0,1.0,401.0,28.0,False,,184,False
POST011813,USR02383,Twitter/X,Video,2022-04-02 04:00:00,3.0,0.0,0.0,31.0,29.0,False,1955,669,True
POST011814,USR02335,Pinterest,Reel/Short,2022-01-31 20:00:00,204.0,22.0,9.0,4518.0,9.0,True,1993,1742,True
POST011815,USR02972,Twitter/X,Reel/Short,2022-09-28 17:00:00,29.0,2.0,2.0,371.0,19.0,False,335,1132,False
POST011816,USR04419,Snapchat,Photo,2023-01-19 00:00:00,360.0,27.0,27.0,7277.0,18.0,False,,890,False
POST011817,USR00801,Pinterest,Meme,2023-05-25 23:00:00,492.0,25.0,23.0,19590.0,2.0,False,,1669,False
POST011818,USR04503,YouTube,Story,2023-03-16 13:00:00,430.0,14.0,30.0,4183.0,9.0,False,,884,False
POST011819,USR02396,Facebook,Photo,2022-11-29 07:00:00,52.0,7.0,3.0,436.0,21.0,False,,592,True
POST011820,USR04917,Pinterest,Reel/Short,2022-09-22 09:00:00,2096.0,263.0,60.0,24539.0,10.0,False,370,794,True
POST011821,USR00421,Instagram,Photo,2023-01-26 23:00:00,267.0,35.0,20.0,6499.0,27.0,False,,1867,False
POST011822,USR00651,Twitter/X,Reel/Short,2022-02-17 09:00:00,13.0,2.0,1.0,147.0,11.0,False,2386,110,False
POST011823,USR04876,Twitter/X,Live,2023-11-02 05:00:00,15.0,1.0,0.0,586.0,5.0,False,1097,1065,False
POST011824,USR03361,Pinterest,Video,2022-05-28 14:00:00,742.0,54.0,17.0,26196.0,11.0,False,1220,2147,False
POST011825,USR02709,Instagram,Blog,2023-03-06 07:00:00,208.0,29.0,3.0,9616.0,1.0,False,,1476,True
POST011826,USR01434,LinkedIn,Blog,2023-10-12 09:00:00,13.0,0.0,0.0,613.0,21.0,False,,269,True
POST011827,USR02536,TikTok,Reel/Short,2023-01-28 00:00:00,27.0,3.0,1.0,593.0,22.0,False,2371,275,False
POST011828,USR03107,Facebook,Story,2022-04-20 19:00:00,48.0,5.0,1.0,1439.0,5.0,True,,1945,
POST011829,USR02421,LinkedIn,Story,2022-04-01 10:00:00,282.0,32.0,21.0,10321.0,17.0,False,,1379,False
POST011830,USR00887,Pinterest,Live,2022-08-31 00:00:00,35.0,4.0,3.0,1209.0,26.0,False,3564,250,False
POST011831,USR01172,YouTube,Video,2023-01-10 15:00:00,757.0,35.0,13.0,5243.0,23.0,False,245,1676,False
POST011832,USR03778,Twitter/X,Blog,2023-10-03 06:00:00,113.0,11.0,3.0,3210.0,7.0,False,,75,False
POST011833,USR04713,Pinterest,Story,2022-11-13 15:00:00,834.0,118.0,33.0,23964.0,18.0,False,,284,
POST011834,USR02815,TikTok,Blog,2022-06-02 08:00:00,6.0,1.0,0.0,117.0,19.0,True,,1193,True
POST011835,USR00243,Pinterest,Video,2022-08-29 11:00:00,1097.0,102.0,70.0,22237.0,25.0,False,2613,387,False
POST011836,USR00908,Snapchat,Blog,2023-07-26 13:00:00,567.0,27.0,44.0,14992.0,7.0,False,,587,False
POST011837,USR00544,Twitter/X,Video,2022-03-27 15:00:00,63.0,5.0,4.0,937.0,29.0,False,1805,1672,False
POST011838,USR04193,LinkedIn,Blog,2023-02-24 17:00:00,19.0,1.0,0.0,780.0,28.0,False,,1076,False
POST011839,USR00304,LinkedIn,Reel/Short,2022-06-23 05:00:00,739.0,78.0,48.0,17005.0,23.0,False,3455,556,False
POST011840,USR02017,Instagram,Blog,2022-11-22 03:00:00,22.0,2.0,1.0,1064.0,8.0,False,,2102,False
POST011841,USR01211,Snapchat,Video,2023-11-27 04:00:00,54.0,2.0,3.0,820.0,14.0,False,2297,1835,
POST011842,USR00869,Snapchat,Photo,2023-04-15 21:00:00,150.0,10.0,10.0,4550.0,5.0,False,,281,False
POST011843,USR01576,Facebook,Reel/Short,2022-07-07 12:00:00,6.0,1.0,0.0,130.0,30.0,True,3147,1758,False
POST011844,USR00119,Pinterest,Reel/Short,2023-04-09 00:00:00,38.0,5.0,1.0,1022.0,30.0,False,3571,460,True
POST011845,USR01592,TikTok,Photo,2023-06-06 12:00:00,9.0,1.0,1.0,308.0,23.0,False,,1526,True
POST011846,USR03236,Facebook,Text,2023-03-05 22:00:00,2.0,0.0,0.0,70.0,13.0,False,,411,False
POST011847,USR00204,Snapchat,Blog,2023-02-01 11:00:00,3526.0,273.0,108.0,89724.0,18.0,False,,1274,True
POST011848,USR02566,Facebook,Reel/Short,2023-12-17 12:00:00,15.0,1.0,0.0,572.0,0.0,False,3037,1492,True
POST011849,USR00558,Pinterest,Text,2022-06-06 04:00:00,190.0,24.0,6.0,8526.0,6.0,False,,1718,False
POST011850,USR03703,Instagram,Text,2022-10-10 02:00:00,3600.0,405.0,273.0,36121.0,4.0,False,,1013,False
POST011851,USR02454,Twitter/X,Live,2023-09-29 14:00:00,15.0,0.0,1.0,585.0,26.0,False,1470,456,False
POST011852,USR00355,Instagram,Text,2023-02-23 17:00:00,4.0,0.0,0.0,32.0,16.0,True,,1185,True
POST011853,USR03155,Pinterest,Live,2023-03-29 16:00:00,1852.0,20.0,72.0,23615.0,2.0,False,1341,1089,False
POST011854,USR01175,Snapchat,Live,2022-10-04 19:00:00,8.0,1.0,1.0,185.0,21.0,False,1263,984,False
POST011855,USR02162,LinkedIn,Video,2022-10-28 15:00:00,24.0,2.0,2.0,180.0,14.0,False,1656,1156,True
POST011856,USR01600,Facebook,Reel/Short,2023-04-24 02:00:00,17.0,1.0,0.0,193.0,25.0,False,2796,417,False
POST011857,USR00608,LinkedIn,Meme,2023-11-10 05:00:00,74.0,11.0,3.0,2985.0,10.0,False,,1556,False
POST011858,USR00011,TikTok,Story,2023-08-16 01:00:00,1.0,0.0,0.0,27.0,23.0,False,,1633,False
POST011859,USR01604,TikTok,Text,2023-10-17 06:00:00,189.0,25.0,15.0,3794.0,18.0,False,,1182,False
POST011860,USR00317,Snapchat,Story,2023-01-06 00:00:00,138.0,20.0,11.0,6365.0,26.0,True,,657,False
POST011861,USR02636,Pinterest,Live,2022-02-07 13:00:00,308.0,41.0,7.0,13466.0,13.0,False,1633,202,False
POST011862,USR03640,YouTube,Text,2022-04-22 16:00:00,296.0,22.0,10.0,9822.0,15.0,False,,775,
POST011863,USR04787,Twitter/X,Blog,2022-11-07 16:00:00,135.0,20.0,1.0,4364.0,17.0,False,,1572,True
POST011864,USR04159,Pinterest,Reel/Short,2023-08-03 15:00:00,30.0,0.0,2.0,223.0,24.0,False,3060,1197,True
POST011865,USR04106,Facebook,Blog,2022-11-05 04:00:00,61.0,3.0,2.0,1760.0,5.0,False,,314,False
POST011866,USR04595,Instagram,Text,2022-05-09 07:00:00,15.0,0.0,1.0,157.0,26.0,False,,947,False
POST011867,USR03032,Instagram,Blog,2022-11-17 08:00:00,80.0,3.0,5.0,1292.0,8.0,False,,363,False
POST011868,USR02967,TikTok,Live,2022-08-03 09:00:00,11.0,1.0,0.0,400.0,26.0,False,394,1141,True
POST011869,USR03972,Instagram,Blog,2022-02-24 09:00:00,72.0,3.0,2.0,384.0,30.0,False,,1222,True
POST011870,USR02220,Twitter/X,Blog,2023-03-06 23:00:00,23.0,1.0,0.0,235.0,3.0,False,,1909,False
POST011871,USR04333,Snapchat,Live,2023-01-23 17:00:00,11.0,1.0,0.0,139.0,6.0,False,27,1245,False
POST011872,USR01141,Facebook,Photo,2022-06-06 03:00:00,446.0,53.0,17.0,9615.0,13.0,False,,1076,False
POST011873,USR03907,Instagram,Reel/Short,2022-06-04 02:00:00,267.0,13.0,20.0,4827.0,13.0,False,2503,208,False
POST011874,USR00240,Pinterest,Blog,2022-12-11 20:00:00,61.0,8.0,2.0,1710.0,21.0,False,,1108,True
POST011875,USR02434,Snapchat,Photo,2023-03-20 08:00:00,2.0,0.0,0.0,73.0,23.0,False,,1756,False
POST011876,USR01641,YouTube,Text,2023-09-12 23:00:00,9.0,1.0,0.0,144.0,16.0,False,,343,True
POST011877,USR04666,LinkedIn,Photo,2022-12-31 05:00:00,47.0,5.0,3.0,1380.0,27.0,False,,948,
POST011878,USR03846,Facebook,Meme,2023-01-01 08:00:00,141.0,19.0,6.0,3022.0,9.0,False,,1079,True
POST011879,USR00170,LinkedIn,Reel/Short,2023-08-12 05:00:00,145.0,18.0,11.0,6999.0,30.0,False,1656,407,False
POST011880,USR01809,Snapchat,Video,2022-01-18 12:00:00,87.0,11.0,3.0,3861.0,13.0,False,2055,2144,True
POST011881,USR00421,Instagram,Video,2023-11-07 22:00:00,58.0,6.0,5.0,1557.0,15.0,False,1692,51,False
POST011882,USR01964,Snapchat,Story,2022-10-11 09:00:00,35.0,1.0,2.0,1171.0,9.0,False,,769,False
POST011883,USR01047,LinkedIn,Blog,2023-10-21 02:00:00,16.0,0.0,1.0,242.0,10.0,False,,38,False
POST011884,USR02344,Twitter/X,Video,2022-05-07 03:00:00,1497.0,187.0,80.0,40060.0,9.0,False,2875,1736,True
POST011885,USR03285,TikTok,Text,2023-11-18 22:00:00,431.0,42.0,14.0,17269.0,9.0,False,,186,False
POST011886,USR03756,LinkedIn,Blog,2023-09-20 15:00:00,175.0,3.0,2.0,2015.0,2.0,,,882,False
POST011887,USR03231,Facebook,Meme,2022-07-20 17:00:00,6.0,0.0,0.0,110.0,19.0,False,,386,
POST011888,USR02269,Facebook,Reel/Short,2023-07-18 02:00:00,5.0,1.0,0.0,240.0,11.0,False,2839,1847,True
POST011889,USR02282,Twitter/X,Text,2023-06-28 04:00:00,51.0,5.0,2.0,534.0,26.0,False,,1408,True
POST011890,USR00474,Snapchat,Text,2023-04-20 07:00:00,20.0,1.0,1.0,393.0,19.0,False,,556,True
POST011891,USR04577,Facebook,Photo,2022-01-03 21:00:00,6.0,0.0,0.0,67.0,7.0,True,,2124,True
POST011892,USR03759,TikTok,Text,2023-03-16 07:00:00,67.0,10.0,2.0,857.0,16.0,False,,469,True
POST011893,USR04874,Instagram,Meme,2022-11-11 07:00:00,1.0,0.0,0.0,31.0,12.0,False,,1104,False
POST011894,USR02241,Pinterest,Photo,2022-12-12 21:00:00,45.0,5.0,3.0,1226.0,18.0,False,,451,False
POST011895,USR04415,Facebook,Story,2023-08-24 09:00:00,151.0,8.0,9.0,5078.0,18.0,False,,2162,True
POST011896,USR02486,Twitter/X,Story,2023-05-28 16:00:00,142.0,17.0,10.0,7032.0,9.0,False,,411,False
POST011897,USR00638,LinkedIn,Video,2022-07-03 23:00:00,1.0,0.0,0.0,71.0,23.0,False,2708,49,
POST011898,USR04182,YouTube,Photo,2022-03-08 16:00:00,1.0,0.0,0.0,52.0,1.0,False,,363,False
POST011899,USR02297,Twitter/X,Live,2023-06-14 08:00:00,36.0,5.0,2.0,1652.0,2.0,False,641,1001,False
POST011900,USR04873,TikTok,Text,2023-08-24 13:00:00,15.0,1.0,1.0,744.0,25.0,False,,941,False
POST011901,USR04119,Twitter/X,Meme,2023-07-04 00:00:00,5.0,1.0,0.0,26.0,24.0,False,,807,False
POST011902,USR02978,Snapchat,Photo,2023-02-19 12:00:00,1.0,0.0,0.0,26.0,26.0,False,,508,True
POST011903,USR01552,Facebook,Photo,2022-09-23 00:00:00,9.0,0.0,0.0,163.0,3.0,False,,562,False
POST011904,USR03319,Facebook,Meme,2022-12-22 03:00:00,45.0,6.0,0.0,543.0,24.0,False,,106,True
POST011905,USR00702,Facebook,Text,2022-04-14 01:00:00,34.0,5.0,1.0,201.0,3.0,,,895,False
POST011906,USR03072,Snapchat,Photo,2022-07-06 02:00:00,5.0,1.0,0.0,163.0,14.0,False,,1981,False
POST011907,USR00727,LinkedIn,Video,2022-06-14 11:00:00,7.0,0.0,0.0,272.0,22.0,True,339,335,False
POST011908,USR02625,Snapchat,Live,2022-11-15 06:00:00,28.0,0.0,0.0,849.0,21.0,False,1320,2115,False
POST011909,USR02673,LinkedIn,Text,2023-11-04 23:00:00,10.0,0.0,0.0,299.0,25.0,False,,1596,False
POST011910,USR03110,Facebook,Live,2022-10-13 02:00:00,104.0,6.0,6.0,3105.0,13.0,False,2391,1193,False
POST011911,USR00890,Facebook,Story,2022-07-10 07:00:00,167.0,9.0,2.0,5081.0,24.0,False,,1370,True
POST011912,USR04008,Twitter/X,Video,2022-01-31 03:00:00,135.0,2.0,8.0,1856.0,0.0,False,3020,1933,False
POST011913,USR00776,Pinterest,Live,2023-12-27 12:00:00,6.0,1.0,0.0,254.0,10.0,False,1861,101,False
POST011914,USR03872,Instagram,Video,2022-02-22 09:00:00,106.0,9.0,8.0,3847.0,23.0,False,391,320,False
POST011915,USR01576,Pinterest,Text,2023-09-18 23:00:00,112.0,2.0,1.0,1449.0,15.0,False,,804,False
POST011916,USR01730,Snapchat,Photo,2023-06-25 13:00:00,1067.0,112.0,26.0,28517.0,29.0,False,,1316,
POST011917,USR04528,Twitter/X,Text,2022-01-05 07:00:00,2832.0,372.0,141.0,69688.0,16.0,False,,60,False
POST011918,USR03341,Facebook,Text,2023-05-24 04:00:00,652.0,30.0,6.0,11355.0,0.0,False,,1337,True
POST011919,USR02171,YouTube,Live,2022-04-13 22:00:00,22.0,3.0,1.0,728.0,14.0,True,2796,2136,False
POST011920,USR01710,Facebook,Reel/Short,2023-10-20 16:00:00,12.0,2.0,1.0,518.0,30.0,False,455,395,False
POST011921,USR02631,Pinterest,Blog,2023-01-30 01:00:00,37.0,1.0,3.0,1245.0,8.0,False,,1741,
POST011922,USR00003,Pinterest,Text,2022-03-01 06:00:00,17.0,1.0,1.0,321.0,26.0,False,,114,False
POST011923,USR04949,Facebook,Blog,2022-06-17 01:00:00,3598.0,82.0,249.0,27281.0,0.0,False,,625,True
POST011924,USR04033,LinkedIn,Photo,2023-12-17 06:00:00,369.0,5.0,25.0,3213.0,22.0,False,,182,True
POST011925,USR04241,Pinterest,Video,2022-04-18 19:00:00,190.0,22.0,14.0,4000.0,6.0,False,1259,250,False
POST011926,USR01309,Instagram,Text,2023-04-03 17:00:00,272.0,6.0,10.0,8726.0,9.0,False,,1471,True
POST011927,USR02120,Snapchat,Meme,2023-08-30 19:00:00,847.0,74.0,57.0,40004.0,16.0,False,,325,True
POST011928,USR01958,YouTube,Story,2023-09-11 01:00:00,188.0,15.0,8.0,4799.0,1.0,False,,1223,False
POST011929,USR01224,Pinterest,Story,2022-03-24 02:00:00,37.0,3.0,2.0,1441.0,19.0,False,,910,
POST011930,USR02824,YouTube,Reel/Short,2022-10-10 01:00:00,241.0,33.0,2.0,1294.0,21.0,,590,541,True
POST011931,USR04505,Pinterest,Meme,2022-01-14 06:00:00,237.0,22.0,3.0,7836.0,20.0,False,,1642,True
POST011932,USR04458,LinkedIn,Story,2022-11-01 15:00:00,6.0,1.0,0.0,98.0,1.0,False,,276,False
POST011933,USR02359,Facebook,Story,2022-04-30 07:00:00,6645.0,752.0,427.0,300580.0,6.0,False,,82,False
POST011934,USR02221,Twitter/X,Story,2022-04-20 22:00:00,16.0,1.0,0.0,417.0,24.0,False,,77,False
POST011935,USR02523,TikTok,Video,2023-05-24 23:00:00,1193.0,33.0,73.0,44842.0,5.0,False,979,1266,False
POST011936,USR01078,TikTok,Photo,2022-04-12 18:00:00,40.0,4.0,2.0,1092.0,16.0,True,,312,True
POST011937,USR01126,Instagram,Reel/Short,2023-04-23 20:00:00,554.0,59.0,41.0,13795.0,5.0,False,1492,787,False
POST011938,USR04632,YouTube,Photo,2023-07-23 13:00:00,61.0,9.0,3.0,339.0,10.0,False,,41,False
POST011939,USR01825,Snapchat,Live,2022-02-16 23:00:00,3.0,0.0,0.0,102.0,16.0,False,2151,2155,True
POST011940,USR04904,Snapchat,Reel/Short,2022-04-18 20:00:00,463.0,69.0,4.0,5292.0,12.0,False,2078,498,False
POST011941,USR04253,Pinterest,Photo,2023-02-02 04:00:00,1040.0,19.0,51.0,42241.0,9.0,False,,1564,True
POST011942,USR01296,Instagram,Photo,2022-12-30 21:00:00,54.0,2.0,1.0,1849.0,2.0,False,,1884,True
POST011943,USR01915,YouTube,Blog,2023-09-24 01:00:00,304.0,44.0,18.0,11795.0,0.0,False,,2037,True
POST011944,USR04513,TikTok,Live,2023-06-04 08:00:00,14.0,1.0,1.0,595.0,3.0,False,616,378,False
POST011945,USR01279,TikTok,Meme,2022-04-11 18:00:00,62.0,9.0,4.0,1864.0,27.0,True,,2075,False
POST011946,USR01181,Pinterest,Meme,2023-10-26 09:00:00,502.0,74.0,8.0,10278.0,13.0,False,,1224,False
POST011947,USR03181,Facebook,Video,2023-10-14 14:00:00,117.0,6.0,7.0,2556.0,19.0,True,53,1699,False
POST011948,USR02754,Twitter/X,Photo,2023-06-21 10:00:00,152.0,12.0,8.0,2118.0,14.0,True,,387,False
POST011949,USR02053,Facebook,Reel/Short,2023-01-09 00:00:00,426.0,17.0,29.0,3678.0,5.0,False,3178,2030,True
POST011950,USR01461,Pinterest,Video,2023-10-06 03:00:00,1594.0,200.0,52.0,69622.0,6.0,False,31,47,
POST011951,USR01580,LinkedIn,Video,2022-03-20 06:00:00,525.0,15.0,33.0,13472.0,12.0,False,401,913,True
POST011952,USR02560,YouTube,Blog,2023-03-25 10:00:00,106.0,4.0,7.0,1580.0,19.0,False,,1670,False
POST011953,USR04678,Pinterest,Photo,2022-08-17 10:00:00,53.0,7.0,1.0,1968.0,20.0,False,,460,False
POST011954,USR02639,Snapchat,Video,2023-06-27 05:00:00,80.0,10.0,1.0,2601.0,30.0,False,2644,1243,True
POST011955,USR03683,Pinterest,Reel/Short,2023-12-25 03:00:00,4.0,1.0,0.0,67.0,4.0,False,1112,1124,False
POST011956,USR00566,Facebook,Meme,2022-01-24 15:00:00,93.0,4.0,5.0,1089.0,19.0,False,,1098,False
POST011957,USR01225,Snapchat,Live,2022-06-20 17:00:00,6.0,1.0,0.0,216.0,0.0,True,3218,1240,False
POST011958,USR03258,Facebook,Meme,2023-06-26 21:00:00,26.0,2.0,0.0,344.0,3.0,False,,871,False
POST011959,USR03729,Twitter/X,Meme,2023-03-31 16:00:00,245.0,25.0,5.0,9131.0,25.0,False,,881,False
POST011960,USR01623,Facebook,Text,2022-01-04 15:00:00,25.0,1.0,1.0,163.0,28.0,,,2155,True
POST011961,USR01326,Facebook,Story,2022-05-21 14:00:00,914.0,127.0,18.0,18251.0,14.0,False,,1254,False
POST011962,USR01501,Facebook,Meme,2023-09-06 01:00:00,50.0,5.0,3.0,1087.0,19.0,False,,1407,False
POST011963,USR03687,Snapchat,Meme,2022-08-21 14:00:00,607.0,71.0,23.0,14983.0,26.0,False,,912,False
POST011964,USR03501,Facebook,Photo,2022-04-25 13:00:00,31.0,2.0,2.0,913.0,19.0,False,,172,True
POST011965,USR04462,YouTube,Reel/Short,2022-04-19 13:00:00,44.0,6.0,2.0,521.0,28.0,True,2347,559,False
POST011966,USR03134,Pinterest,Photo,2022-01-29 17:00:00,548.0,35.0,29.0,15363.0,27.0,False,,584,True
POST011967,USR04918,TikTok,Story,2023-12-08 16:00:00,38.0,2.0,0.0,1377.0,23.0,False,,708,False
POST011968,USR02173,LinkedIn,Live,2022-04-24 19:00:00,115.0,17.0,3.0,4599.0,6.0,False,1526,1296,False
POST011969,USR04749,TikTok,Video,2023-04-27 04:00:00,23.0,2.0,1.0,485.0,20.0,False,1783,589,True
POST011970,USR01538,Pinterest,Video,2022-05-13 06:00:00,1.0,0.0,0.0,15.0,16.0,False,3357,312,False
POST011971,USR03083,Twitter/X,Story,2023-11-25 19:00:00,17.0,1.0,1.0,711.0,14.0,False,,2085,True
POST011972,USR04465,Pinterest,Blog,2023-08-26 20:00:00,1017.0,127.0,24.0,46860.0,7.0,False,,1180,False
POST011973,USR03662,LinkedIn,Text,2023-01-29 08:00:00,107.0,9.0,5.0,2574.0,6.0,False,,1970,True
POST011974,USR00213,Instagram,Story,2023-05-08 15:00:00,326.0,27.0,3.0,2916.0,20.0,False,,1472,False
POST011975,USR02157,Pinterest,Text,2022-05-04 17:00:00,351.0,29.0,19.0,7628.0,11.0,False,,1422,False
POST011976,USR00177,Facebook,Reel/Short,2022-07-22 15:00:00,259.0,20.0,3.0,12813.0,21.0,False,3558,702,False
POST011977,USR02085,Facebook,Live,2022-12-13 07:00:00,1327.0,143.0,40.0,52673.0,8.0,False,2418,1244,False
POST011978,USR03033,Snapchat,Story,2022-02-11 14:00:00,29.0,4.0,2.0,1179.0,24.0,False,,561,True
POST011979,USR04666,Instagram,Reel/Short,2023-03-06 17:00:00,1065.0,103.0,29.0,48506.0,26.0,False,306,85,True
POST011980,USR00962,LinkedIn,Video,2022-04-19 00:00:00,209.0,11.0,15.0,1071.0,7.0,False,2430,1795,False
POST011981,USR00987,YouTube,Video,2022-07-06 09:00:00,133.0,16.0,10.0,2336.0,9.0,False,2432,352,True
POST011982,USR04257,Instagram,Text,2023-07-15 00:00:00,1.0,0.0,0.0,28.0,17.0,False,,1260,True
POST011983,USR04095,Pinterest,Story,2023-11-21 23:00:00,122.0,8.0,2.0,1604.0,17.0,True,,282,False
POST011984,USR02962,Facebook,Photo,2023-07-17 11:00:00,342.0,43.0,17.0,5262.0,0.0,False,,1035,True
POST011985,USR01968,Facebook,Story,2022-12-27 14:00:00,87.0,10.0,3.0,4132.0,19.0,False,,1587,False
POST011986,USR04171,Facebook,Meme,2023-05-28 01:00:00,666.0,97.0,6.0,33022.0,18.0,True,,887,True
POST011987,USR01223,Instagram,Meme,2022-01-16 05:00:00,729.0,46.0,33.0,30992.0,6.0,False,,1399,True
POST011988,USR03990,TikTok,Live,2023-10-29 08:00:00,31.0,3.0,2.0,1514.0,29.0,False,2056,803,False
POST011989,USR02486,YouTube,Video,2023-11-17 09:00:00,68.0,8.0,5.0,2427.0,6.0,False,2505,1536,False
POST011990,USR04806,LinkedIn,Video,2022-07-18 04:00:00,32.0,3.0,1.0,223.0,23.0,False,2782,832,True
POST011991,USR01397,LinkedIn,Meme,2022-08-07 12:00:00,23.0,1.0,1.0,563.0,6.0,False,,1412,False
POST011992,USR01845,Snapchat,Live,2022-07-10 05:00:00,67.0,2.0,1.0,2651.0,5.0,False,437,1136,False
POST011993,USR03894,TikTok,Meme,2022-05-05 12:00:00,87.0,4.0,1.0,4138.0,2.0,False,,1645,False
POST011994,USR03974,YouTube,Text,2023-08-23 01:00:00,1.0,0.0,0.0,34.0,20.0,False,,1173,False
POST011995,USR02880,Pinterest,Text,2023-01-29 19:00:00,50.0,2.0,1.0,2191.0,8.0,False,,18,True
POST011996,USR04790,YouTube,Photo,2023-11-16 12:00:00,123.0,3.0,6.0,3937.0,12.0,False,,856,True
POST011997,USR02022,Facebook,Meme,2023-07-19 11:00:00,71.0,1.0,4.0,2104.0,26.0,True,,138,False
POST011998,USR02218,LinkedIn,Text,2023-04-12 08:00:00,47.0,3.0,2.0,632.0,17.0,False,,81,True
POST011999,USR04096,Instagram,Meme,2023-02-12 21:00:00,7.0,1.0,1.0,109.0,29.0,False,,1937,
POST012000,USR04189,TikTok,Photo,2023-04-29 00:00:00,4.0,0.0,0.0,139.0,28.0,False,,164,False
POST012001,USR03659,Instagram,Meme,2023-02-03 14:00:00,19.0,2.0,1.0,591.0,14.0,False,,1578,False
POST012002,USR04920,Facebook,Live,2023-11-30 21:00:00,1.0,0.0,0.0,62.0,18.0,True,644,1105,True
POST012003,USR04111,Pinterest,Reel/Short,2023-01-01 02:00:00,50.0,1.0,2.0,1737.0,29.0,False,364,313,False
POST012004,USR02334,TikTok,Reel/Short,2023-03-24 19:00:00,10.0,1.0,1.0,358.0,27.0,False,1989,151,True
POST012005,USR03095,Pinterest,Video,2023-12-08 03:00:00,82.0,8.0,5.0,744.0,15.0,False,1744,1467,True
POST012006,USR04876,Instagram,Text,2022-09-09 18:00:00,18.0,1.0,1.0,660.0,25.0,False,,218,
POST012007,USR02551,LinkedIn,Reel/Short,2023-01-09 22:00:00,1.0,0.0,0.0,56.0,3.0,False,2811,676,False
POST012008,USR00604,Twitter/X,Video,2022-05-26 02:00:00,8.0,0.0,0.0,147.0,26.0,False,2724,1737,True
POST012009,USR00863,Pinterest,Text,2022-11-26 01:00:00,79.0,7.0,1.0,1917.0,23.0,False,,1433,True
POST012010,USR03742,TikTok,Reel/Short,2022-04-29 13:00:00,260.0,23.0,9.0,7385.0,8.0,False,2144,1381,False
